urn:cts:latinLit:phi0690.phi002:1.250	nosque ubi primus equis Oriens adflavit anhelis,
urn:cts:latinLit:phi0690.phi002:1.251	illic, sera rubens accendit lumina Vesper.
urn:cts:latinLit:phi0690.phi002:1.252	Hinc tempestates dubio praediscere caelo
urn:cts:latinLit:phi0690.phi002:1.253	possumus, hinc messisque diem tempusque serendi,
urn:cts:latinLit:phi0690.phi002:1.254	et quando infidum remis inpellere marmor
urn:cts:latinLit:phi0690.phi002:1.255	conveniat, quando armatas deducere classis,
urn:cts:latinLit:phi0690.phi002:1.256	aut tempestivam silvis evertere pinum.
urn:cts:latinLit:phi0690.phi002:1.257	Nec frustra signorum obitus speculamur et ortus,
urn:cts:latinLit:phi0690.phi002:1.258	temporibusque parem diversis quattuor annum.
urn:cts:latinLit:phi0690.phi002:1.259	Frigidus agricolam si quando continet imber,
urn:cts:latinLit:phi0690.phi002:1.260	multa, forent quae mox caelo properanda sereno,
urn:cts:latinLit:phi0690.phi002:1.261	maturare datur: durum procudit arator
urn:cts:latinLit:phi0690.phi002:1.262	vomeris obtunsi dentem, cavat arbore lintres,
urn:cts:latinLit:phi0690.phi002:1.263	aut pecori signum aut numeros inpressit acervis.
urn:cts:latinLit:phi0690.phi002:1.264	Exacuunt alii vallos furcasque bicornis
urn:cts:latinLit:phi0690.phi002:1.265	atque Amerina parant lentae retinacula viti.
urn:cts:latinLit:phi0690.phi002:1.266	Nunc facilis rubea texatur fiscina virga,
urn:cts:latinLit:phi0690.phi002:1.267	nunc torrete igni fruges, nunc frangite saxo.
urn:cts:latinLit:phi0690.phi002:1.268	Quippe etiam festis quaedam exercere diebus
urn:cts:latinLit:phi0690.phi002:1.269	fas et iura sinunt; rivos deducere nulla
urn:cts:latinLit:phi0690.phi002:1.270	religio vetuit, segeti praetendere saepem,
urn:cts:latinLit:phi0690.phi002:1.271	insidias avibus moliri, incendere vepres,
urn:cts:latinLit:phi0690.phi002:1.272	balantumque gregem fluvio mersare salubri.
urn:cts:latinLit:phi0690.phi002:1.273	Saepe oleo tardi costas agitator aselli
urn:cts:latinLit:phi0690.phi002:1.274	vilibus aut onerat pomis, lapidemque revertens
urn:cts:latinLit:phi0690.phi002:1.275	incusum aut atrae massam picis urbe reportat.
urn:cts:latinLit:phi0690.phi002:1.276	Ipsa dies alios alio dedit ordine Luna
urn:cts:latinLit:phi0690.phi002:1.277	felicis operum. Quintam fuge: pallidus Orcus
urn:cts:latinLit:phi0690.phi002:1.278	Eumenidesque satae; tum partu Terra nefando
urn:cts:latinLit:phi0690.phi002:1.279	Coeumque Iapetumque creat saevumque Typhoea
urn:cts:latinLit:phi0690.phi002:1.280	et coniuratos caelum rescindere fratres.
urn:cts:latinLit:phi0690.phi002:1.281	Ter sunt conati inponere Pelio Ossam
urn:cts:latinLit:phi0690.phi002:1.282	scilicet, atque Ossae frondosum involvere Olympum;
urn:cts:latinLit:phi0690.phi002:1.283	ter pater exstructos disiecit fulmine montis.
urn:cts:latinLit:phi0690.phi002:1.284	Septima post decimam felix et ponere vitem
urn:cts:latinLit:phi0690.phi002:1.285	et prensos domitare boves et licia telae
urn:cts:latinLit:phi0690.phi002:1.286	addere: nona fugae melior, contraria furtis.
urn:cts:latinLit:phi0690.phi002:1.287	Multa adeo gelida melius se nocte dedere,
urn:cts:latinLit:phi0690.phi002:1.288	aut cum sole novo terras inrorat Eous.
urn:cts:latinLit:phi0690.phi002:1.289	Nocte leves melius stipulae, nocte arida prata
urn:cts:latinLit:phi0690.phi002:1.290	tondentur, noctes lentus non deficit humor.
urn:cts:latinLit:phi0690.phi002:1.291	Et quidam seros hiberni ad luminis ignis
urn:cts:latinLit:phi0690.phi002:1.292	pervigilat ferroque faces inspicat acuto;
urn:cts:latinLit:phi0690.phi002:1.293	interea longum cantu solata laborem
